ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
812,绍兴戊午姑苏郡斋怀归赋,桂花,宋,我爱木中犀，不是凡花数。清似水沈香，色染蔷薇露。 芗林月冷时，玉笋云深处。归梦托,花、露、蔷、梦、江,花 露 蔷 梦 江 夜 笋 云 风 玉,"[[""花"", 0.1101612001657486], [""露"", 0.046744704246520996], [""蔷"", 0.04420849680900574], [""梦"", 0.04092801734805107], [""江"", 0.04043283313512802], [""夜"", 0.036913760006427765], [""笋"", 0.036727696657180786], [""云"", 0.036455947905778885], [""风"", 0.03290696442127228], [""玉"", 0.026659326627850533]]",25.474064
813,霜天晓角,桂花,宋,绿云剪叶，低护黄金屑。占断花中声誉，香与韵、 两清洁。 胜绝。君听说，是他来处别,犹、香、洁、露、清,犹 香 洁 露 清 听 护 月 声 庭,"[[""犹"", 0.05242222175002098], [""香"", 0.03430113196372986], [""洁"", 0.030859442427754402], [""露"", 0.027582241222262383], [""清"", 0.025461271405220032], [""听"", 0.024765657261013985], [""护"", 0.024363089352846146], [""月"", 0.022432979196310043], [""声"", 0.021572304889559746], [""庭"", 0.020135432481765747]]",25.442636
814,清平乐,桂花,宋,黄衫相倚，翠葆层层底。八月江南风日美，弄影山腰水尾。 楚人未识孤妍，离骚遗恨千年,翠、尾、山、枝、葆,翠 尾 山 枝 葆 识 衫 腰 江 风,"[[""翠"", 0.1492338627576828], [""尾"", 0.05642766132950783], [""山"", 0.051342856138944626], [""枝"", 0.051313407719135284], [""葆"", 0.048054877668619156], [""识"", 0.04110090062022209], [""衫"", 0.03663451224565506], [""腰"", 0.032534826546907425], [""江"", 0.030253706499934196], [""风"", 0.028334960341453552]]",25.57452
815,清平乐,桂花,宋,少年痛饮，忆向吴江醒。明月团团高树影，十里水沉烟冷。 大都一点宫黄，人间直恁芬芳,水、年、芬、烟、直,水 年 芬 烟 直 影 一 冷 香 月,"[[""水"", 0.03720666840672493], [""年"", 0.030677009373903275], [""芬"", 0.029824363067746162], [""烟"", 0.028159989044070244], [""直"", 0.025653783231973648], [""影"", 0.02534489519894123], [""一"", 0.022811511531472206], [""冷"", 0.02227846346795559], [""香"", 0.022177744656801224], [""月"", 0.020782694220542908]]",25.572176
816,水调歌头,桂花,元,金粟缀仙树，玉露浣人愁。谁道买花载酒，不似少年游？最是宫黄一点，散下天香万斛，来,声、酒、响、寒、月,声 酒 响 寒 月 缀 一 蝶 点 买,"[[""声"", 0.02137649618089199], [""酒"", 0.02028549835085869], [""响"", 0.016676386818289757], [""寒"", 0.015133962966501713], [""月"", 0.014610457234084606], [""缀"", 0.014225036837160587], [""一"", 0.013489474542438984], [""蝶"", 0.013399381190538406], [""点"", 0.013232532888650894], [""买"", 0.012475579045712948]]",25.417444
817,古香慢,桂花,宋,怨娥坠柳，离佩摇，霜讯南圃。漫忆桥扉，倚竹袖寒日暮。还问月中游，梦飞过、金风翠羽,雨、浩、藓、阳、佩,雨 浩 藓 阳 佩 月 粟 云 柳 竹,"[[""雨"", 0.02473362162709236], [""浩"", 0.023041442036628723], [""藓"", 0.020607806742191315], [""阳"", 0.018024342134594917], [""佩"", 0.01629183441400528], [""月"", 0.01578032597899437], [""粟"", 0.014898054301738739], [""云"", 0.014710529707372189], [""柳"", 0.013379002921283245], [""竹"", 0.013235747814178467]]",25.432806
818,黄蜀葵,秋葵,唐,野栏秋景晚， 疏散两三枝。 嫩蕊浅轻态， 幽香闲澹姿。露倾金盏小， 风引道冠欹。,栏、冠、风、清、香,栏 冠 风 清 香 露 轻 愁 蕊 野,"[[""栏"", 0.05140158161520958], [""冠"", 0.04797457158565521], [""风"", 0.03867705166339874], [""清"", 0.03555573895573616], [""香"", 0.03115858882665634], [""露"", 0.031129904091358185], [""轻"", 0.028659027069807053], [""愁"", 0.024861013516783714], [""蕊"", 0.02433161437511444], [""野"", 0.023662768304347992]]",25.451643
819,黄蜀葵,秋葵,清,花似鹅儿黄，叶如螺子黛。 一叶复一叶， 花叶自相对。,螺、叶、鹅、黛、花,螺 叶 鹅 黛 花 黄 儿 对 自 子,"[[""螺"", 0.0778874084353447], [""叶"", 0.07150756567716599], [""鹅"", 0.06605582684278488], [""黛"", 0.05196103826165199], [""花"", 0.04867354407906532], [""黄"", 0.04076793044805527], [""儿"", 0.03142857551574707], [""对"", 0.031405288726091385], [""自"", 0.026009393855929375], [""子"", 0.025563707575201988]]",25.526693
820,黄葵,秋葵,唐,此花莫遣俗人看，，新染鹅黄色未干。 好逐秋风天上去，紫阳官女要头冠。,花、染、官、人、干,花 染 官 人 干 阳 冠 要 鹅 秋,"[[""花"", 0.06251239776611328], [""染"", 0.05030525103211403], [""官"", 0.044325992465019226], [""人"", 0.037833988666534424], [""干"", 0.036552444100379944], [""阳"", 0.034146834164857864], [""冠"", 0.03266969695687294], [""要"", 0.031356003135442734], [""鹅"", 0.02907661721110344], [""秋"", 0.028850296512246132]]",25.479115
821,黄蜀葵花,秋葵,唐,名花八叶嫩黄金， 色照书窗透竹棒。无奈美人闲把， 直疑檀口印中心。 ,书、黄、直、花、竹,书 黄 直 花 竹 无 美 疑 嫩 奈,"[[""书"", 0.1379978507757187], [""黄"", 0.06803354620933533], [""直"", 0.06420110166072845], [""花"", 0.0621524378657341], [""竹"", 0.053738221526145935], [""无"", 0.04214484244585037], [""美"", 0.04006972908973694], [""疑"", 0.03636175021529198], [""嫩"", 0.03524618223309517], [""奈"", 0.031307950615882874]]",25.482704
822,秋，,秋葵,宋, 炎艳秋来故改妆， 薄罗闲淡试鹅黄。 倾城别有檀心在， 依倚西风送残阳。,城、阳、风、心、罗,城 阳 风 心 罗 鹅 炎 西 黄 檀,"[[""城"", 0.10443425923585892], [""阳"", 0.0851118266582489], [""风"", 0.08475475013256073], [""心"", 0.04989142343401909], [""罗"", 0.04215110465884209], [""鹅"", 0.04195209965109825], [""炎"", 0.04099387302994728], [""西"", 0.03293129429221153], [""黄"", 0.027523964643478394], [""檀"", 0.02593582682311535]]",25.564497
823,黄蜀葵,秋葵,宋,开时闲淡敛时愁，兰菊应容预胜流。 剩欲持杯相领略，一庭风雨不禁秋。,愁、淡、秋、庭、雨,愁 淡 秋 庭 雨 容 杯 兰 禁 领,"[[""愁"", 0.11294818669557571], [""淡"", 0.07226083427667618], [""秋"", 0.06868892908096313], [""庭"", 0.06479161977767944], [""雨"", 0.06198357045650482], [""容"", 0.04536760225892067], [""杯"", 0.04402216896414757], [""兰"", 0.03731479495763779], [""禁"", 0.036464568227529526], [""领"", 0.03432141989469528]]",25.613398
824,菩萨蛮,秋葵,宋,秋花最是黄葵好，天然嫩态迎春早。染得道家衣，淡妆梳洗时。 晚来清露滴，一一金杯侧,是、露、道、洗、一,是 露 道 洗 一 清 云 染 然 便,"[[""是"", 0.03210223466157913], [""露"", 0.028432682156562805], [""道"", 0.028072616085410118], [""洗"", 0.02561943605542183], [""一"", 0.025160757824778557], [""清"", 0.023794928565621376], [""云"", 0.023606406524777412], [""染"", 0.023267455399036407], [""然"", 0.022570470348000526], [""便"", 0.02244490198791027]]",25.472479
825,园榭秋光都占尽， 故应冰雪有奇文。,秋兰,宋,漫种秋兰四五茎，，疏帘底事太关情。 可能不作凉风计，护得幽香到晚清。,帘、风、清、茎、幽,帘 风 清 茎 幽 兰 关 秋 太 凉,"[[""帘"", 0.10588132590055466], [""风"", 0.09011350572109222], [""清"", 0.07497306168079376], [""茎"", 0.07341670989990234], [""幽"", 0.0551147498190403], [""兰"", 0.045045122504234314], [""关"", 0.04464266821742058], [""秋"", 0.03325600549578667], [""太"", 0.02991149015724659], [""凉"", 0.027051502838730812]]",25.477617
826,题郑所南兰,秋兰,元,秋风兰蕙化为茅，南国凄凉气已消。 只有所南心不改，泪泉和墨写离骚。,风、泪、墨、心、兰,风 泪 墨 心 兰 国 气 蕙 茅 凉,"[[""风"", 0.051354311406612396], [""泪"", 0.045595068484544754], [""墨"", 0.04400487616658211], [""心"", 0.042766619473695755], [""兰"", 0.04091308265924454], [""国"", 0.039198387414216995], [""气"", 0.03816879913210869], [""蕙"", 0.03755226731300354], [""茅"", 0.03553158789873123], [""凉"", 0.033389732241630554]]",25.438889
827,滴滴金,滴滴金,宋,九秋瑞露滴成芽，不是榆花即桂花。星女月娥宫不锁，天风吹落野人家。,花、星、风、芽、娥,花 星 风 芽 娥 人 月 锁 榆 秋,"[[""花"", 0.08935096114873886], [""星"", 0.06164606288075447], [""风"", 0.05741387605667114], [""芽"", 0.05328004062175751], [""娥"", 0.04356171190738678], [""人"", 0.04136528819799423], [""月"", 0.03973303735256195], [""锁"", 0.0341787226498127], [""榆"", 0.03313901275396347], [""秋"", 0.033027347177267075]]",25.537916
828,金钱花,金钱花,唐,阴阳为炭地为炉，铸出金钱不用模。莫向人间逞颜色，不知还解济贫无？,阳、炉、阴、金、钱,阳 炉 阴 金 钱 炭 人 颜 色 模,"[[""阳"", 0.13195213675498962], [""炉"", 0.12229080498218536], [""阴"", 0.05588393285870552], [""金"", 0.05117138847708702], [""钱"", 0.04874017834663391], [""炭"", 0.0430615171790123], [""人"", 0.039596930146217346], [""颜"", 0.035782378166913986], [""色"", 0.03576945513486862], [""模"", 0.034533388912677765]]",25.611282
829,咏金钱花,金钱花,唐,占得佳名绕树芳，依依相伴向秋光。 若教此物也收贮，应被豪门尽翩将。,物、名、秋、树、光,物 名 秋 树 光 豪 将 门 佳 芳,"[[""物"", 0.1020161435008049], [""名"", 0.0934293270111084], [""秋"", 0.07535964995622635], [""树"", 0.05198845639824867], [""光"", 0.051978856325149536], [""豪"", 0.051272861659526825], [""将"", 0.04552137479186058], [""门"", 0.04377127066254616], [""佳"", 0.03759293630719185], [""芳"", 0.02757187932729721]]",25.566006
830,金钱花,金钱花,清,邓氏铜山虚设想， 沈郎榆英许为邻。 清宵风露频频掷， 似向空庭卜远人。,风、露、宵、人、空,风 露 宵 人 空 榆 虚 郎 沈 想,"[[""风"", 0.06649637222290039], [""露"", 0.0527021586894989], [""宵"", 0.04271659255027771], [""人"", 0.040566712617874146], [""空"", 0.03997773677110672], [""榆"", 0.03218293562531471], [""虚"", 0.030665891245007515], [""郎"", 0.02998974360525608], [""沈"", 0.02913176268339157], [""想"", 0.028431298211216927]]",25.470966
831,采莲曲,蘋花,宋,溪头风迅怯单衣， 两桨凌波去若飞。 折得蘋花双叶子， 绿鬓撩乱带香归。,花、叶、蘋、桨、迅,花 叶 蘋 桨 迅 绿 香 溪 风 波,"[[""花"", 0.07289119064807892], [""叶"", 0.07205338031053543], [""蘋"", 0.0515395812690258], [""桨"", 0.05076504871249199], [""迅"", 0.050014227628707886], [""绿"", 0.04970593750476837], [""香"", 0.04679684340953827], [""溪"", 0.045081593096256256], [""风"", 0.04215378314256668], [""波"", 0.03929942473769188]]",25.583771
832,蘋 花,蘋花,清,翠叶金花杂杜蘅， 湘湖千里最知名：秋风飒飒过南浦， 乡思无端一夕生。,花、叶、风、蘅、浦,花 叶 风 蘅 浦 翠 飒 湖 夕 秋,"[[""花"", 0.12368658185005188], [""叶"", 0.08424350619316101], [""风"", 0.0778498724102974], [""蘅"", 0.06304483115673065], [""浦"", 0.060142651200294495], [""翠"", 0.04290541261434555], [""飒"", 0.03878512606024742], [""湖"", 0.032682906836271286], [""夕"", 0.032495930790901184], [""秋"", 0.029355740174651146]]",25.561199
848-01,汝济夜过同以行对菊花,菊花,明,摇落相过地， .芳菲晚更亲。 酒醺留媚眼， 灯色笑生春。 风雨新晴夜， 江山未老,灯、山、花、江、风,灯 山 花 江 风 摇 雨 地 落 眼,"[[""灯"", 0.06898930668830872], [""山"", 0.05343550443649292], [""花"", 0.05026673898100853], [""江"", 0.0500066764652729], [""风"", 0.03089493326842785], [""摇"", 0.030011121183633804], [""雨"", 0.029800601303577423], [""地"", 0.02747930958867073], [""落"", 0.023352446034550667], [""眼"", 0.01651805453002453]]",25.464592
849-01,前菊会,菊花,明,荒村开紫菊， 细雨隔苍梧。 漂泊逢山鬼， 归来觅酒徒。 佳期宾不赴， 幽赏子何孤,山、村、荒、壶、鬼,山 村 荒 壶 鬼 细 青 梧 幽 钱,"[[""山"", 0.08079725503921509], [""村"", 0.0747298076748848], [""荒"", 0.05304689705371857], [""壶"", 0.047118619084358215], [""鬼"", 0.03515232726931572], [""细"", 0.02612794004380703], [""青"", 0.024376103654503822], [""梧"", 0.02421545423567295], [""幽"", 0.023745376616716385], [""钱"", 0.023154541850090027]]",25.508327
850-01,九 日,菊花,明,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登,酒、寒、阳、菊、载,酒 寒 阳 菊 载 园 忽 花 沙 云,"[[""酒"", 0.051134586334228516], [""寒"", 0.03958726301789284], [""阳"", 0.037918537855148315], [""菊"", 0.035878345370292664], [""载"", 0.03560207039117813], [""园"", 0.031340815126895905], [""忽"", 0.029764285311102867], [""花"", 0.02965816669166088], [""沙"", 0.02557460032403469], [""云"", 0.025543607771396637]]",25.452267
851-01,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,菊花,清,秋深良可念， 珍重倍寒花。 奇蕊依灯好， 晴香入夜赊。 酒情浓异土， 蟹味美山家,花、灯、文、夜、华,花 灯 文 夜 华 山 蕊 蟹 鬓 晴,"[[""花"", 0.07757379859685898], [""灯"", 0.05473853647708893], [""文"", 0.039041463285684586], [""夜"", 0.03749358654022217], [""华"", 0.03650035709142685], [""山"", 0.033408619463443756], [""蕊"", 0.033106729388237], [""蟹"", 0.028942618519067764], [""鬓"", 0.02878429740667343], [""晴"", 0.028107237070798874]]",25.568459
852-01,酬皇甫郎中对新菊花见忆,菊花,唐,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已,腥、阳、阶、愁、黄,腥 阳 阶 愁 黄 斋 东 杓 花 士,"[[""腥"", 0.06224343925714493], [""阳"", 0.03789990022778511], [""阶"", 0.03344125673174858], [""愁"", 0.03183381259441376], [""黄"", 0.030288327485322952], [""斋"", 0.025165533646941185], [""东"", 0.02266833744943142], [""杓"", 0.022322844713926315], [""花"", 0.021691184490919113], [""士"", 0.021108126267790794]]",25.479813
853-01,刘员外寄移菊,菊花,唐,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧,香、寒、英、露、风,香 寒 英 露 风 荒 烟 阳 叶 复,"[[""香"", 0.03156637027859688], [""寒"", 0.02944483421742916], [""英"", 0.02638959139585495], [""露"", 0.026230765506625175], [""风"", 0.02532886527478695], [""荒"", 0.023884505033493042], [""烟"", 0.02283412218093872], [""阳"", 0.02176276221871376], [""叶"", 0.021008342504501343], [""复"", 0.02064276486635208]]",25.512096
854-01,和鲁望白菊,菊花,唐,已过重阳半月天， 琅华千点照寒烟。 蕊香亦似浮金靨， 花样还如镂玉钱。 玩影冯妃,香、箱、琅、飞、炼,香 箱 琅 飞 炼 牙 冯 浮 阳 玉,"[[""香"", 0.08899202197790146], [""箱"", 0.044231925159692764], [""琅"", 0.04067419469356537], [""飞"", 0.03976785019040108], [""炼"", 0.029416168108582497], [""牙"", 0.028812222182750702], [""冯"", 0.02504260465502739], [""浮"", 0.024646233767271042], [""阳"", 0.024052565917372704], [""玉"", 0.0235731340944767]]",25.616003
855-01,戏题菊花,菊花,宋,春初种菊助盘蔬， 秋晚开花插满壶。微物不多分地力， 终年乃尔任人须。天随匕箸几时,盘、花、壶、泽、根,盘 花 壶 泽 根 蔬 罍 太 草 彭,"[[""盘"", 0.11400454491376877], [""花"", 0.09957587718963623], [""壶"", 0.053503625094890594], [""泽"", 0.03421419858932495], [""根"", 0.030765848234295845], [""蔬"", 0.028729185461997986], [""罍"", 0.023933541029691696], [""太"", 0.023864049464464188], [""草"", 0.02313339337706566], [""彭"", 0.020373204723000526]]",25.55887
856-01,晚香轩,菊花,明,不畏风霜向晚欺， 独开众卉已凋时。 地荒老圃苔三径， 节过重阳雨一篱。 秋色苍茫,山、风、阳、轩、圃,山 风 阳 轩 圃 苔 寒 雨 篱 赋,"[[""山"", 0.10178021341562271], [""风"", 0.04664267227053642], [""阳"", 0.04355723410844803], [""轩"", 0.03584322705864906], [""圃"", 0.034996505826711655], [""苔"", 0.03239066153764725], [""寒"", 0.023214399814605713], [""雨"", 0.022667063400149345], [""篱"", 0.0224778912961483], [""赋"", 0.019450776278972626]]",25.369827
857-01,晚香轩,菊花,明,焉知老子非元亮， 请看黄花满白沙。 剩有香醪共采采， 何须蜡屐到家家。 屡经细雨,花、蜡、沙、采、醪,花 蜡 沙 采 醪 风 雨 株 屐 白,"[[""花"", 0.08090384304523468], [""蜡"", 0.06506727635860443], [""沙"", 0.06496476382017136], [""采"", 0.036355581134557724], [""醪"", 0.03320636600255966], [""风"", 0.026745444163680077], [""雨"", 0.025669388473033905], [""株"", 0.0235693771392107], [""屐"", 0.023016387596726418], [""白"", 0.022667033597826958]]",25.547531
858-01,六月菊,菊花,清,寒菊公然冒暑黄， 苍蝇侧翅远相望。 东篱共讶西风早， 秋士偏食夏日长。 试把一灯,愁、阶、月、蝇、风,愁 阶 月 蝇 风 灯 冷 莲 飞 苍,"[[""愁"", 0.039253704249858856], [""阶"", 0.03725573047995567], [""月"", 0.036407943814992905], [""蝇"", 0.035421911627054214], [""风"", 0.028435220941901207], [""灯"", 0.02820931375026703], [""冷"", 0.02820209600031376], [""莲"", 0.027313513681292534], [""飞"", 0.02411079779267311], [""苍"", 0.0220812801271677]]",25.521681
859-01,菊花诗,菊花,清,臭味能从淡处真， 只疑陶令是前身。 一生得气惟宜冷， 五色迎霜也自匀。 晚节清高,寒、匀、气、五、风,寒 匀 气 五 风 宰 繁 西 霜 华,"[[""寒"", 0.04052728787064552], [""匀"", 0.03567666560411453], [""气"", 0.030992265790700912], [""五"", 0.02926771156489849], [""风"", 0.02832106687128544], [""宰"", 0.026742707937955856], [""繁"", 0.0265788733959198], [""西"", 0.025891300290822983], [""霜"", 0.02352951280772686], [""华"", 0.02226967178285122]]",25.441158
860-01,咏 菊,菊花,晋,灵菊植幽崖， 擢颖陵寒飚。 春露不染色， 秋霜不改条。,崖、陵、露、霜、染,崖 陵 露 霜 染 菊 灵 擢 条 秋,"[[""崖"", 0.10985321551561356], [""陵"", 0.06622259318828583], [""露"", 0.06200667470693588], [""霜"", 0.05772620439529419], [""染"", 0.04525695741176605], [""菊"", 0.035819750279188156], [""灵"", 0.03305652737617493], [""擢"", 0.03198274224996567], [""条"", 0.031544964760541916], [""秋"", 0.02872939594089985]]",25.483747
861-01,江行无题(其四),菊花,唐,晚菊绕江垒， 忽如开古屏。 莫言时节过， 白日有余馨。 ,江、馨、垒、白、菊,江 馨 垒 白 菊 屏 节 言 日 余,"[[""江"", 0.1556474268436432], [""馨"", 0.08352059870958328], [""垒"", 0.08199743926525116], [""白"", 0.06601106375455856], [""菊"", 0.05999356135725975], [""屏"", 0.05410443991422653], [""节"", 0.04225420206785202], [""言"", 0.027623621746897697], [""日"", 0.027453836053609848], [""余"", 0.02615196630358696]]",25.565285
862-01,江行无题(其九),菊花,唐,丛菊生堤上， 此花长后时。有人还采掇， 何必在春期？ ,花、春、堤、采、期,花 春 堤 采 期 菊 掇 必 丛 生,"[[""花"", 0.15141640603542328], [""春"", 0.1269124299287796], [""堤"", 0.11872359365224838], [""采"", 0.042764801532030106], [""期"", 0.03583359345793724], [""菊"", 0.03441232070326805], [""掇"", 0.029375139623880386], [""必"", 0.025176746770739555], [""丛"", 0.023416711017489433], [""生"", 0.0202990360558033]]",25.46629
863-01,残 菊,菊花,宋,零落黄金蕊， 虽枯不改香。 深丛隐孤秀， 犹得奉清觞。,觞、清、金、丛、秀,觞 清 金 丛 秀 枯 蕊 隐 孤 奉,"[[""觞"", 0.15919344127178192], [""清"", 0.09686136245727539], [""金"", 0.06972701847553253], [""丛"", 0.056218091398477554], [""秀"", 0.0510094091296196], [""枯"", 0.04818042367696762], [""蕊"", 0.04615956172347069], [""隐"", 0.03984660282731056], [""孤"", 0.03442608565092087], [""奉"", 0.0285183098167181]]",25.637939
864-01,菊,菊花,宋,青蕊冒珍丛， 幽姿含晓露。 政尔破荒寒， 詎免伤迟暮。 ,露、荒、寒、青、蕊,露 荒 寒 青 蕊 晓 免 丛 含 珍,"[[""露"", 0.05930357798933983], [""荒"", 0.04465305805206299], [""寒"", 0.04405299946665764], [""青"", 0.03945542126893997], [""蕊"", 0.03864142671227455], [""晓"", 0.03549258038401604], [""免"", 0.031833961606025696], [""丛"", 0.027055036276578903], [""含"", 0.02349785342812538], [""珍"", 0.023449691012501717]]",25.566851
865-01,菊 躁,菊花,明,独行林下路，，望望南山暮。 无酒掇英尝， 寒香已零露。,露、寒、香、英、林,露 寒 香 英 林 酒 山 掇 暮 望,"[[""露"", 0.1152384877204895], [""寒"", 0.06419365853071213], [""香"", 0.05832720547914505], [""英"", 0.05324378237128258], [""林"", 0.04380718991160393], [""酒"", 0.04073579981923103], [""山"", 0.036236584186553955], [""掇"", 0.03437252715229988], [""暮"", 0.03400091826915741], [""望"", 0.03211659938097]]",25.515697
866-01,对 菊,菊花,明,淅淅西风至， 为秋未有涯。 江边聊一醉， 信手得黄花。,淅、风、花、西、秋,淅 风 花 西 秋 江 黄 手 信 边,"[[""淅"", 0.16831517219543457], [""风"", 0.1268291473388672], [""花"", 0.12544655799865723], [""西"", 0.04470835253596306], [""秋"", 0.04403604939579964], [""江"", 0.04331143945455551], [""黄"", 0.04141853004693985], [""手"", 0.028782062232494354], [""信"", 0.02614540047943592], [""边"", 0.020139243453741074]]",25.531031
867-01,周镐送白菊乞诗(其一),菊花,明,陶令黄金绕舍， 君家白玉满园。 千古清风庐阜， 几丛细雨江门。,门、风、金、园、庐,门 风 金 园 庐 江 舍 丛 清 玉,"[[""门"", 0.08191894739866257], [""风"", 0.07663621008396149], [""金"", 0.07650069892406464], [""园"", 0.06480954587459564], [""庐"", 0.04813383147120476], [""江"", 0.04317055642604828], [""舍"", 0.04092923179268837], [""丛"", 0.03887319564819336], [""清"", 0.03757290169596672], [""玉"", 0.0368855819106102]]",25.553469
868-01,周镐送白菊乞诗(其二),菊花,明,微醉不须酩酊， 半开莫待离披。 安得季芳与语， 相思欲寄一枝。,离、枝、语、安、思,离 枝 语 安 思 醉 微 芳 酊 季,"[[""离"", 0.07567861676216125], [""枝"", 0.052880898118019104], [""语"", 0.04088595137000084], [""安"", 0.03699332848191261], [""思"", 0.03697466850280762], [""醉"", 0.03660285100340843], [""微"", 0.02508198469877243], [""芳"", 0.024032235145568848], [""酊"", 0.023699890822172165], [""季"", 0.01841975376009941]]",25.594276
869-01,菊 花,菊花,唐,秋丛绕舍似陶家， 遍绕篱边日渐斜。 不是花中偏爱菊， 此花开尽更无花。,陶、边、菊、爱、秋,陶 边 菊 爱 秋 斜 舍 篱 丛 花,"[[""陶"", 0.1677284836769104], [""边"", 0.07410532981157303], [""菊"", 0.059236448258161545], [""爱"", 0.059042539447546005], [""秋"", 0.05836779251694679], [""斜"", 0.052958521991968155], [""舍"", 0.04667314887046814], [""篱"", 0.045889440923929214], [""丛"", 0.026139844208955765], [""花"", 0.024454200640320778]]",25.453291
870-01,华下对酒,菊花,唐,清香裛露对高斋， 泛酒偏能浣旅怀。 不似春风逞红艳， 镜前空坠玉人钗。,酒、春、香、钗、露,酒 春 香 钗 露 玉 红 风 人 浣,"[[""酒"", 0.09021724760532379], [""春"", 0.0731249451637268], [""香"", 0.0678332969546318], [""钗"", 0.050075381994247437], [""露"", 0.04872432351112366], [""玉"", 0.04640519618988037], [""红"", 0.038968540728092194], [""风"", 0.02971256524324417], [""人"", 0.029478469863533974], [""浣"", 0.02705814503133297]]",25.536846
871-01,庭前菊,菊花,唐,为忆长安烂漫开， 我今移尔满庭栽。红兰莫笑青青色， 曾向龙山泛酒来,庭、红、青、龙、兰,庭 红 青 龙 兰 栽 笑 安 色 开,"[[""庭"", 0.07069131731987], [""红"", 0.05423955246806145], [""青"", 0.04949358478188515], [""龙"", 0.045993078500032425], [""兰"", 0.04587539657950401], [""栽"", 0.04440392181277275], [""笑"", 0.04024762660264969], [""安"", 0.039343006908893585], [""色"", 0.037981871515512466], [""开"", 0.036926738917827606]]",25.491581
872-01,题菊花,菊花,唐,飒飒西风满院栽， 蕊寒香冷蝶难来。 他年我若为青帝， 报与桃花一处开。,风、花、蕊、蝶、寒,风 花 蕊 蝶 寒 帝 青 西 桃 院,"[[""风"", 0.14305797219276428], [""花"", 0.09498484432697296], [""蕊"", 0.06583046168088913], [""蝶"", 0.06077776104211807], [""寒"", 0.048444394022226334], [""帝"", 0.04844105243682861], [""青"", 0.04309256002306938], [""西"", 0.03873160108923912], [""桃"", 0.037978511303663254], [""院"", 0.03151245415210724]]",25.494123
873-01,菊 花,菊花,唐,待到秋来九月八， 我花开后百花杀。 冲天香阵透长安， 满城尽带黄金甲。,花、金、香、甲、透,花 金 香 甲 透 天 带 阵 秋 月,"[[""花"", 0.06808199733495712], [""金"", 0.055071618407964706], [""香"", 0.04904050752520561], [""甲"", 0.04225115105509758], [""透"", 0.04202309250831604], [""天"", 0.03761400282382965], [""带"", 0.03403226658701897], [""阵"", 0.03379157558083534], [""秋"", 0.03378278762102127], [""月"", 0.0336514487862587]]",25.473547
874-01,咏 菊,菊花,宋,院落秋深数菊丛， 缘花错莫两三蜂。 蜜房岁晚能多少， 酒盏重阳自不供。,花、阳、蜂、院、落,花 阳 蜂 院 落 房 蜜 重 三 深,"[[""花"", 0.1542734056711197], [""阳"", 0.11869245767593384], [""蜂"", 0.0785490870475769], [""院"", 0.059849515557289124], [""落"", 0.05266377702355385], [""房"", 0.04930340126156807], [""蜜"", 0.033276572823524475], [""重"", 0.03264501690864563], [""三"", 0.026961391791701317], [""深"", 0.026589300483465195]]",25.514221
875-01,城东寺菊,菊花,宋,黄花漠漠弄秋晖， 无数蜜蜂花上飞。 不忍独醒辜尔去， 殷勤为折一枝归。,花、蜂、晖、飞、秋,花 蜂 晖 飞 秋 归 蜜 黄 枝 弄,"[[""花"", 0.13472029566764832], [""蜂"", 0.09890560060739517], [""晖"", 0.06922361999750137], [""飞"", 0.06467413157224655], [""秋"", 0.052306659519672394], [""归"", 0.044968362897634506], [""蜜"", 0.030791977420449257], [""黄"", 0.02731637842953205], [""枝"", 0.027271080762147903], [""弄"", 0.02631673775613308]]",25.502478
876-01,残 菊,菊花,宋,黄昏风雨打园林， 残菊飘零满地金。 折得一枝还好在， 可怜公子惜花心。 ,风、园、花、心、林,风 园 花 心 林 雨 子 昏 枝 菊,"[[""风"", 0.10896854847669601], [""园"", 0.10662209987640381], [""花"", 0.0935111865401268], [""心"", 0.09129601716995239], [""林"", 0.059595346450805664], [""雨"", 0.05824769288301468], [""子"", 0.045536190271377563], [""昏"", 0.03156661242246628], [""枝"", 0.024492789059877396], [""菊"", 0.02172614261507988]]",25.539179
877-01,黄 花,菊花,宋,四月扬州芍药多， 先时为别苦风波。 还家忽然惊秋色， 独见黄花出短莎。 ,花、州、莎、波、秋,花 州 莎 波 秋 黄 色 月 家 扬,"[[""花"", 0.171299010515213], [""州"", 0.146401047706604], [""莎"", 0.11717008799314499], [""波"", 0.07951388508081436], [""秋"", 0.042704302817583084], [""黄"", 0.03714940696954727], [""色"", 0.036074165254831314], [""月"", 0.03213711455464363], [""家"", 0.027596691623330116], [""扬"", 0.026562876999378204]]",25.599091
