ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
1003-02,瑞香花新开(五首之一),杨万里,宋,瑞香,十二月,"外著明霞绮， 中裁淡玉纱。
森森千万笥， 旋旋两三花。
小霁迎风喜， 轻寒索幕遮。
香中真上瑞， 兰麝敢名家？",外著明霞绮， 中裁淡玉纱。 森森千万笥， 旋旋两三花。 小霁迎风喜， 轻寒索幕遮,霞、花、风、幕、香,霞 花 风 幕 香 麝 纱 兰 三 著,"[[""霞"", 0.035050369799137115], [""花"", 0.0329778715968132], [""风"", 0.027487153187394142], [""幕"", 0.025797003880143166], [""香"", 0.025067966431379318], [""麝"", 0.024856053292751312], [""纱"", 0.022622516378760338], [""兰"", 0.021965395659208298], [""三"", 0.021959058940410614], [""著"", 0.02189418114721775]]",25.539919,10,上元遇雪|松径|江楼晴望|玉|珍珠花|祖孙|翡翠|花|送别|香,两三|兰麝|名家|明霞|森森|玉|花|轻寒|迎风|香,江楼晴望:1|松径:1|翡翠:1|送别:1|上元遇雪:1|珍珠花:1|祖孙:1|玉:1|花:1|香:1,卷一/节序类/上元遇雪|?/松径|卷三/游眺类/江楼晴望|卷三/珍宝类/玉|卷四/百花类/珍珠花|卷二/人伦类/祖孙|卷四/飞禽类/翡翠|卷四/百花类/花|卷三/祖饯类/送别|卷三/器用类下/香,Positive,积极,positive,积极,praise,称颂赞美,0.014038989,0.005172537,0.015391429,0.19024855,0.77514845
1004-01,花犯,周邦彦,宋,梅花,正月,粉墙低，梅花照眼，依然旧风味。露痕轻缀。疑净洗铅华，无限佳丽。去年胜赏曾孤倚，冰盘同燕喜。更可惜、雪中高树，香篝薰素被。 今年对花最匆匆，相逢似有恨，依依愁悴。吟望久，青苔上、旋看飞坠。相将见、翠丸荐酒，人正在、空江烟浪里。但梦想、一枝瀟洒，黄昏斜照水。,粉墙低，梅花照眼，依然旧风味。露痕轻缀。疑净洗铅华，无限佳丽。去年胜赏曾孤倚，冰,水、苔、梅、烟、树,水 苔 梅 烟 树 浪 雪 一 露 匆,"[[""水"", 0.02222335897386074], [""苔"", 0.0195885319262743], [""梅"", 0.013383276760578156], [""烟"", 0.01218397542834282], [""树"", 0.011460928246378899], [""浪"", 0.010777966119349003], [""雪"", 0.010675130411982536], [""一"", 0.01001134142279625], [""露"", 0.009997997432947159], [""匆"", 0.00973599124699831]]",25.584959,22,假山|喜雪|山茶花|待月|敬贤|李子|柳|梅花|榴花|江|江湖|燕|画花|秋径|竹|花|蛩|迁居|酌酒|酒|霞|香,一枝|似有|依依|冰盘|望久|梅花|梦想|江|烟浪|照水|照眼|燕|粉墙|胜赏|花|酒|铅华|雪中|青苔|风味|香|黄昏,竹:1|梅花:1|榴花:1|酌酒:1|喜雪:1|假山:1|李子:1|山茶花:1|蛩:1|柳:1|待月:1|秋径:1|迁居:1|敬贤:1|画花:1|江湖:1|霞:1|燕:1|香:1|花:1|酒:1|江:1,卷一/地舆类/假山|卷一/天文类/喜雪|卷四/百花类/山茶花|卷一/天文类/待月|卷二/君道类/敬贤|卷四/百果类/李子|卷四/树木类/柳|卷四/百花类/梅花|卷四/百花类/榴花|卷一/地舆类/江|?/江湖|卷四/飞禽类/燕|卷三/书画类/画花|?/秋径|卷四/竹木类/竹|卷四/百花类/花|卷四/昆虫类/蛩|卷二/宫室类/迁居|卷三/饮食类/酌酒|卷三/饮食类/酒|卷一/天文类/霞|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.025903631,0.27964166,0.19033384,0.38583484,0.118286096
1004-02,咏瑞香,朱淑真,宋,瑞香,十二月,"玲珑巧蹙紫罗裳， 令得东君著意妆。
带露欲开宜暖日， 临风微困怯春霜。
发挥名字采庐阜， 弹压芳菲入醉乡。
最是午窗初睡醒， 熏笼贏得梦魂香。",玲珑巧蹙紫罗裳， 令得东君著意妆。 带露欲开宜暖日， 临风微困怯春霜。 发挥名字,罗、珑、玲、风、霜,罗 珑 玲 风 霜 梦 露 窗 熏 采,"[[""罗"", 0.05628020316362381], [""珑"", 0.045856375247240067], [""玲"", 0.04507002234458923], [""风"", 0.041932474821805954], [""霜"", 0.039665307849645615], [""梦"", 0.039090391248464584], [""露"", 0.03863781690597534], [""窗"", 0.0357704684138298], [""熏"", 0.03429897502064705], [""采"", 0.026798613369464874]]",25.659027,10,春|冬日即事|台|方丈|春日书怀|珍珠花|罗|裳|踏青|香,东君|临风|入醉乡|带露|春|暖日|梦魂|玲珑|罗|芳菲|裳|香,春:3|方丈:1|珍珠花:1|台:1|踏青:1|冬日即事:1|春日书怀:1|罗:1|裳:1|香:1,卷一/时令类/春|卷一/时令类/冬日即事|卷二/宫室类/台|卷二/宫室类/方丈|?/春日书怀|卷四/百花类/珍珠花|?/罗|卷三/服饰类/裳|卷三/游眺类/踏青|卷三/器用类下/香,Positive,积极,positive,积极,praise,称颂赞美,0.006321108,0.0093432525,0.032718364,0.43784901,0.5137682
1005-01,驿舍见故屏风画海棠有感,陆游,宋,海棠,二月,"
厌烦只欲长面壁，此心安得顽如石。
杜门复出叹习气，止酒还开慚定力。
成都二月海棠开，锦绣裹城迷巷陌。
燕宫最盛号花海，霸国雄豪有遗迹。
猩红鹦绿极天巧，叠萼重跗眩朝日。
繁华一梦忽吹散，闭眼细想犹历历。
忧乐相寻岂易知，故人应记醉中诗。
夜阑风雨嘉州驿，愁向屏风见折枝。", 厌烦只欲长面壁，此心安得顽如石。 杜门复出叹习气，止酒还开慚定力。 成都二月海,萼、跗、风、棠、气,萼 跗 风 棠 气 门 城 霸 雨 花,"[[""萼"", 0.03944242745637894], [""跗"", 0.03091270662844181], [""风"", 0.030106069520115852], [""棠"", 0.02907761000096798], [""气"", 0.026187274605035782], [""门"", 0.02083519473671913], [""城"", 0.02025514282286167], [""霸"", 0.017696665599942207], [""雨"", 0.01633516699075699], [""花"", 0.016159849241375923]]",25.556232,24,花|不出院僧|书牕|城|天|屏风|春日书怀|月|月台|李花|梦|残灯|海|海棠|渔矶|燕|石|竹风|诗|酒|采药|霞|风|鵞,历历|城|夜阑|天|屏风|巷陌|折枝|故人|最盛|月|朝日|梦|海|海棠|燕|石|繁华|花|诗|遗迹|酒|锦绣|雄豪|面壁|风雨,花:2|不出院僧:1|海棠:1|霞:1|春日书怀:1|李花:1|鵞:1|月台:1|书牕:1|竹风:1|风:1|残灯:1|渔矶:1|屏风:1|采药:1|石:1|酒:1|月:1|城:1|燕:1|海:1|天:1|梦:1|诗:1,卷四/百花类/花|卷二/释老类/不出院僧|卷二/宫室类/书牕|卷二/宫室类/城|卷一/天文类/天|卷三/器用类上/屏风|?/春日书怀|卷一/天文类/月|卷二/宫室类/月台|卷四/百花类/李花|卷二/人事类/梦|卷三/器用类下/残灯|卷一/地舆类/海|?/海棠|卷一/地舆类/渔矶|卷四/飞禽类/燕|卷一/地舆类/石|卷一/天文类/竹风|卷二/文学类/诗|卷三/饮食类/酒|卷二/人品类/采药|卷一/天文类/霞|卷一/天文类/风|?/鵞,Neutral,中性,,,,,0.010824532,0.19678259,0.49607357,0.2746124,0.021706931
1005-02,瑞香花,陈造,宋,瑞香,十二月,"钩窗玩孤芳， 残月衣上明。
紫囊拆兰麝， 小风弄初晴。",钩窗玩孤芳， 残月衣上明。 紫囊拆兰麝， 小风弄初晴。,窗、孤、钩、紫、麝,窗 孤 钩 紫 麝 风 兰 囊 晴 芳,"[[""窗"", 0.1744961440563202], [""孤"", 0.07310861349105835], [""钩"", 0.0713464766740799], [""紫"", 0.0637321025133133], [""麝"", 0.06258798390626907], [""风"", 0.05774136632680893], [""兰"", 0.04173222929239273], [""囊"", 0.03714893385767937], [""晴"", 0.0361880287528038], [""芳"", 0.03295428305864334]]",25.571117,4,松径|残月|珍珠花|瑞香花,兰麝|孤芳|残月|风弄,瑞香花:1|残月:1|珍珠花:1|松径:1,?/松径|卷一/天文类/残月|卷四/百花类/珍珠花|卷四/百花类/瑞香花,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.01150538,0.038426913,0.2079409,0.7004603,0.04166641
1006-01,和泽民求海棠,吴芾,宋,海棠,二月,"君是诗中老作家， 笑将丽句换名花。
花因诗去情非浅， 诗为花来语更嘉。
须好栽培承雨露， 莫令憔悴困尘沙。
他年烂漫如西蜀， 我欲从君看绮霞。",君是诗中老作家， 笑将丽句换名花。 花因诗去情非浅， 诗为花来语更嘉。 须好栽培,沙、花、承、露、嘉,沙 花 承 露 嘉 培 霞 西 看 蜀,"[[""沙"", 0.0794580802321434], [""花"", 0.03858743980526924], [""承"", 0.036136381328105927], [""露"", 0.033405859023332596], [""嘉"", 0.026017440482974052], [""培"", 0.02580508030951023], [""霞"", 0.024399062618613243], [""西"", 0.021281875669956207], [""看"", 0.019122077152132988], [""蜀"", 0.018959200009703636]]",25.43919,10,诗|花|东宫属官|园亭|尘|春日书怀|桃花|沙|蔬园|霞,诗|花|丽句|名花|尘|憔悴|承雨露|栽培|沙|烂漫|霞,诗:4|花:2|园亭:1|蔬园:1|东宫属官:1|春日书怀:1|桃花:1|尘:1|沙:1|霞:1,卷二/文学类/诗|卷四/百花类/花|?/东宫属官|卷二/宫室类/园亭|卷一/地舆类/尘|?/春日书怀|卷四/百花类/桃花|卷一/地舆类/沙|卷一/地舆类/蔬园|卷一/天文类/霞,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.005724807,0.013670729,0.06891761,0.5752091,0.3364778
1006-02,西江月 真觉赏瑞香,苏轼,宋,瑞香,十二月,公子眼花乱发，老夫鼻观先通。领巾飘下瑞香风，惊起谪仙春梦。 后土祠中玉蕊，蓬莱殿后鞋红。此花清绝更纤愁。把酒何人心动。,公子眼花乱发，老夫鼻观先通。领巾飘下瑞香风，惊起谪仙春梦。 后土祠中玉蕊，蓬莱殿,梦、愁、土、眼、祠,梦 愁 土 眼 祠 飘 莱 花 风 玉,"[[""梦"", 0.060206033289432526], [""愁"", 0.05393807217478752], [""土"", 0.0386384055018425], [""眼"", 0.03614712506532669], [""祠"", 0.033758606761693954], [""飘"", 0.031958144158124924], [""莱"", 0.02902955934405327], [""花"", 0.02719939313828945], [""风"", 0.025988595560193062], [""玉"", 0.023449217900633812]]",25.641663,14,公子|喜雪|巾|春|梅花|梦|橘|游春|绿萼梅|老将|花|观|谪仙|飘,公子|巾|把酒|春|梦|清绝|玉蕊|眼花|花|蓬莱殿|观|谪仙|飘|香风,公子:1|老将:1|游春:1|谪仙:1|梅花:1|橘:1|绿萼梅:1|喜雪:1|观:1|巾:1|飘:1|春:1|梦:1|花:1,卷二/人品类/公子|卷一/天文类/喜雪|卷三/服饰类/巾|卷一/时令类/春|卷四/百花类/梅花|卷二/人事类/梦|?/橘|卷一/时令类/游春|卷四/百花类/绿萼梅|卷二/人品类/老将|卷四/百花类/花|卷二/宫室类/观|?/谪仙|?/飘,Neutral,中性,,,,,0.05517119,0.21894139,0.5180576,0.17389886,0.03393099
1007,菩萨蛮,王安石,宋,海棠,二月,"海棠乱发皆临水，君知此处花何似？凉月白纷纷，香风隔岸闻。 
转枝黄鸟近，隔岸声相应。随意坐莓苔，飘零酒一杯。",海棠乱发皆临水，君知此处花何似？凉月白纷纷，香风隔岸闻。  转枝黄鸟近，隔岸声相,棠、苔、凉、莓、杯,棠 苔 凉 莓 杯 黄 香 岸 枝 海,"[[""棠"", 0.11384911090135574], [""苔"", 0.08741637319326401], [""凉"", 0.05087492614984512], [""莓"", 0.05010963976383209], [""杯"", 0.04473112151026726], [""黄"", 0.03816352039575577], [""香"", 0.03245397284626961], [""岸"", 0.03060297667980194], [""枝"", 0.03044011816382408], [""海"", 0.027466166764497757]]",25.489307,10,水亭|云|山行|月夜访友|楼|海棠|游春|祥云|秋兴|花,隔岸|临水|凉月|海棠|纷纷|花|莓苔|随意|飘零酒一杯|香风,水亭:2|海棠:1|秋兴:1|楼:1|祥云:1|游春:1|云:1|山行:1|月夜访友:1|花:1,卷二/宫室类/水亭|卷一/天文类/云|卷三/游眺类/山行|卷二/师友类/月夜访友|卷二/宫室类/楼|?/海棠|卷一/时令类/游春|卷一/天文类/祥云|卷一/时令类/秋兴|卷四/百花类/花,Implicit Positive,隐性积极,positive,积极,joy,欢乐喜悦,0.023493744,0.096775934,0.12373434,0.40787616,0.34811974
1008,四月九日幽谷见绯桃盛开,欧阳修,宋,桃花,二月,"经年种花满幽谷，花开不暇把一卮。
人生此事尚难必，况欲功名书鼎彝。
深红浅紫看虽好，颜色不耐东风吹。
绯桃一树独后发，意若待我留芳菲。
清香嫩蕊含不吐，日日怪我来何迟。
无情草木不解语，向我有意偏依依。
群芳落尽始烂漫，荣枯不与众艳随。
含花意厚何以报，唯有醉倒花东西。
盛开比落犹数日，清樽尚可三四携。
",经年种花满幽谷，花开不暇把一卮。 人生此事尚难必，况欲功名书鼎彝。 深红浅紫看虽,紫、四、花、西、含,紫 四 花 西 含 比 鼎 东 荣 香,"[[""紫"", 0.018742389976978302], [""四"", 0.015789028257131577], [""花"", 0.01494261622428894], [""西"", 0.01462595909833908], [""含"", 0.014542930759489536], [""比"", 0.013866671361029148], [""鼎"", 0.013536044396460056], [""东"", 0.01341207791119814], [""荣"", 0.011970285326242447], [""香"", 0.011730611324310303]]",25.490191,20,日|花|春望|迁居|书|如昼|早春|早梅|月桂|木笔花|柳|桃花|梨花|残灯|炭|祥云|莲花|谢惠瓜|踏青|送别,日|花|一树|东西|东风|书|依依|功名|嫩蕊|幽谷|意厚|有意|浅紫|深红|清香|烂漫|经年|花开|芳菲|草木|解语|鼎彝,花:3|日:3|迁居:2|春望:2|如昼:1|残灯:1|送别:1|炭:1|早春:1|梨花:1|踏青:1|月桂:1|早梅:1|莲花:1|木笔花:1|柳:1|桃花:1|谢惠瓜:1|祥云:1|书:1,卷一/天文类/日|卷四/百花类/花|卷三/游眺类/春望|卷二/宫室类/迁居|?/书|?/如昼|卷一/时令类/早春|卷四/百花类/早梅|卷一/天文类/月桂|卷四/百花类/木笔花|卷四/树木类/柳|卷四/百花类/桃花|卷四/百花类/梨花|卷三/器用类下/残灯|?/炭|卷一/天文类/祥云|卷四/百花类/莲花|卷三/谢惠类/谢惠瓜|卷三/游眺类/踏青|卷三/祖饯类/送别,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.013898811,0.05804745,0.08548744,0.53754765,0.30501863
1009,忆左掖千叶桃花,杨基,明,桃花,二月,"稀李积皓雪，繁桃炫朝霞。
江边日日见春色，尽是寻常儿女花。
东阑一树能倾国，千瓣玲珑谁剪刻。
半吐疑红却胜红，全开似白元非白。
旁虽浅淡正复愁，雅丽称月闲宜风。
阴时晴午各异态，嗔喜笑顰无不工。
嗟我匆匆簿书急，时复微吟对花立。
白苧犹沾夕露香，青鞋不怕苍苔湿。
而今漂泊楚江滨， 想象丰仪-怆神。
惆怅当时看花客， 对花还说去年人。",稀李积皓雪，繁桃炫朝霞。 江边日日见春色，尽是寻常儿女花。 东阑一树能倾国，千瓣,江、风、露、珑、花,江 风 露 珑 花 苧 滨 玲 李 愁,"[[""江"", 0.061346568167209625], [""风"", 0.02951968088746071], [""露"", 0.020955827087163925], [""珑"", 0.01969366893172264], [""花"", 0.019043978303670883], [""苧"", 0.01904319040477276], [""滨"", 0.018896201625466347], [""玲"", 0.01808418333530426], [""李"", 0.01703324355185032], [""愁"", 0.016565926373004913]]",25.489923,20,花|日|书|俳优|方丈|春色|月|未开杏花|梨花|浦|游春|皓彩|美人|草|莲塘|谢人诗|象|霞|风|香,花|日|一树|书|倾国|半吐|异态|微吟|春色|月|楚江滨|江边|玲珑|看花|苍苔|象|雅丽|霞|风|香,花:3|日:2|浦:1|春色:1|梨花:1|美人:1|方丈:1|未开杏花:1|谢人诗:1|俳优:1|皓彩:1|莲塘:1|草:1|游春:1|霞:1|月:1|风:1|书:1|香:1|象:1,卷四/百花类/花|卷一/天文类/日|?/书|卷二/人品类/俳优|卷二/宫室类/方丈|卷一/时令类/春色|卷一/天文类/月|卷四/百花类/未开杏花|卷四/百花类/梨花|卷一/地舆类/浦|卷一/时令类/游春|?/皓彩|卷二/丽人类/美人|卷三/百草类/草|卷一/地舆类/莲塘|卷三/谢惠类/谢人诗|卷四/走兽类/象|卷一/天文类/霞|卷一/天文类/风|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.0060142493,0.2877405,0.29040152,0.39414793,0.021695789
101,风 梅,僧明本,元,梅花,正月,"花间少女剪春寒， 粲粲霓裳舞队仙。
月夜遥看环佩冷， 莫教吹落玉花钿。",花间少女剪春寒， 粲粲霓裳舞队仙。 月夜遥看环佩冷， 莫教吹落玉花钿。,钿、佩、霓、花、夜,钿 佩 霓 花 夜 落 月 环 冷 寒,"[[""钿"", 0.1008296087384224], [""佩"", 0.070345938205719], [""霓"", 0.06185555458068848], [""花"", 0.0614202581346035], [""夜"", 0.04712585732340813], [""落"", 0.04356798529624939], [""月"", 0.039181169122457504], [""环"", 0.0384272038936615], [""冷"", 0.036704812198877335], [""寒"", 0.03319871798157692]]",25.530043,9,宫阙|春寒|渔舟|玉|白莲花|芳草|裳|酒旗|风,少女|春寒|月夜|玉|环佩|花钿|花间|裳|遥看,酒旗:1|风:1|春寒:1|渔舟:1|芳草:1|宫阙:1|白莲花:1|裳:1|玉:1,卷二/宫室类/宫阙|卷一/时令类/春寒|卷三/器用类上/渔舟|卷三/珍宝类/玉|卷四/百花类/白莲花|卷三/百草类/芳草|卷三/服饰类/裳|卷三/器用类上/酒旗|卷一/天文类/风,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.006582125,0.07644722,0.24141476,0.61064523,0.0649107
1010,桃花行,曹雪芹,清,桃花,二月,"桃花帘外东风软，桃花帘内晨妆懒；
帘外桃花帘内人，人与桃花隔不远；
东风有意揭帘枕，花欲窺人帘不卷。
桃花帘外开仍旧，帘中人比桃花瘦;
花解怜人花亦愁，隔帘消息风吹透。
风透帘拢花满庭，庭前春色倍伤情；
闲苔院落门空掩，斜月栏杆人自凭。
凭栏人向东风泣，茜裙偷傍桃花立；
桃花桃叶乱纷纷，花绽新红叶凝碧。
树树烟封一万株，烘楼照壁红模糊。
天机烧破鸳鸯锦，春酣欲醒移珊枕;
侍女金盆进水来，香泉饮蘸胭脂冷。
胭脂鲜艳何相类， 花之颜色人之泪；
若将人泪比桃花， 泪自长流花自媚；
泪眼观花泪易干， 泪干春尽花憔悴。
憔悴花遮憔悴人， 花飞人倦易黄昏；
一声杜宇春归尽， 寂寞帘柅空月痕。",桃花帘外东风软，桃花帘内晨妆懒； 帘外桃花帘内人，人与桃花隔不远； 东风有意揭帘,泪、花、桃、帘、盆,泪 花 桃 帘 盆 拢 泉 烟 脂 胭,"[[""泪"", 0.014833915047347546], [""花"", 0.009118192829191685], [""桃"", 0.008962856605648994], [""帘"", 0.008769724518060684], [""盆"", 0.007886326871812344], [""拢"", 0.007846493273973465], [""泉"", 0.0075593916699290276], [""烟"", 0.007261694874614477], [""脂"", 0.006612536031752825], [""胭"", 0.005831440910696983]]",25.449139,38,花|帘|桃花|早春|春日书怀|月|枕|榴花|苔|假山|日影|春|春归|春色|木笔花|杏花|梨花|楼|水|水帘|江湖|沙|泉|烟|烧|画山水|祥云|秋晴|芙蓉|观|赠内|送别|锦|雪晴|雷|风|香|鸳鸯,花|帘|桃花|东风|憔悴|月|枕|胭脂|一声|凭栏|天机|寂寞|庭前|春|春归|春色|春酣|有意|桃叶|楼|水|泉|泪眼|满庭|烟|烧|红叶|纷纷|苔|观|锦|长流|院落|隔帘|风|风吹|香|鲜艳|鸳鸯|黄昏,花:11|帘:10|桃花:9|早春:3|春日书怀:3|月:3|苔:2|榴花:2|枕:2|木笔花:1|日影:1|沙:1|假山:1|春色:1|梨花:1|雪晴:1|赠内:1|祥云:1|秋晴:1|画山水:1|鸳鸯:1|芙蓉:1|杏花:1|水帘:1|送别:1|江湖:1|雷:1|春归:1|风:1|烟:1|楼:1|烧:1|锦:1|水:1|香:1|泉:1|观:1|春:1,卷四/百花类/花|卷三/器用类上/帘|卷四/百花类/桃花|卷一/时令类/早春|?/春日书怀|卷一/天文类/月|卷三/器用类上/枕|卷四/百花类/榴花|卷三/百草类/苔|卷一/地舆类/假山|卷一/天文类/日影|卷一/时令类/春|卷一/时令类/春归|卷一/时令类/春色|卷四/百花类/木笔花|卷四/百花类/杏花|卷四/百花类/梨花|卷二/宫室类/楼|卷一/地舆类/水|卷一/地舆类/水帘|?/江湖|卷一/地舆类/沙|卷一/地舆类/泉|卷一/天文类/烟|?/烧|卷三/书画类/画山水|卷一/天文类/祥云|卷一/天文类/秋晴|?/芙蓉|卷二/宫室类/观|卷二/人伦类/赠内|卷三/祖饯类/送别|卷三/珍宝类/锦|卷一/天文类/雪晴|卷一/天文类/雷|卷一/天文类/风|卷三/器用类下/香|卷四/飞禽类/鸳鸯,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.06108147,0.79725033,0.103005216,0.03227286,0.0063900873
1012,杭州半山看桃,马曰璐,清,桃花,二月,"山光焰焰映明霞， 燕子低飞掠酒家。
红影到溪流不去， 始知春水恋桃花。",山光焰焰映明霞， 燕子低飞掠酒家。 红影到溪流不去， 始知春水恋桃花。,飞、溪、春、燕、霞,飞 溪 春 燕 霞 花 水 光 影 红,"[[""飞"", 0.06127895414829254], [""溪"", 0.05677935481071472], [""春"", 0.05170481652021408], [""燕"", 0.047411367297172546], [""霞"", 0.046180881559848785], [""花"", 0.045588940382003784], [""水"", 0.041437435895204544], [""光"", 0.03843417763710022], [""影"", 0.03797789290547371], [""红"", 0.03753579407930374]]",25.527735,9,春水|林亭|桃花|梅溪|江楼晴望|溪|迁居|雉|鵞,低飞|山光|明霞|春水|桃花|溪|燕子|红影|酒家,林亭:1|江楼晴望:1|鵞:1|雉:1|迁居:1|梅溪:1|春水:1|桃花:1|溪:1,卷一/地舆类/春水|卷二/宫室类/林亭|卷四/百花类/桃花|卷一/地舆类/梅溪|卷三/游眺类/江楼晴望|卷一/地舆类/溪|卷二/宫室类/迁居|卷四/飞禽类/雉|?/鵞,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.012656277,0.024959994,0.04521974,0.5575516,0.35961235
1013,点绛唇（桃花）,陈大成,清,桃花,二月,紫陌红尘，则道是、花开烂熳。武陵溪畔，又早春 零乱。 薄倖刘郎，懒向玄都看。飘零半，倚阑 长叹，人面今年换。,紫陌红尘，则道是、花开烂熳。武陵溪畔，又早春 零乱。 薄倖刘郎，懒向玄都看。飘零,溪、刘、尘、陌、畔,溪 刘 尘 陌 畔 阑 陵 紫 飘 武,"[[""溪"", 0.04735134169459343], [""刘"", 0.036468930542469025], [""尘"", 0.029081910848617554], [""陌"", 0.027941357344388962], [""畔"", 0.027836745604872704], [""阑"", 0.027699343860149384], [""陵"", 0.025228941813111305], [""紫"", 0.02442285418510437], [""飘"", 0.024188974872231483], [""武"", 0.021034838631749153]]",25.467602,10,名利|旅|早春|旱|桃花|梅溪|残灯|红葵|观|酒楼,倚阑|早春|武陵|溪畔|烂熳|玄都|紫陌|红尘|花开|飘零,旱:1|名利:1|残灯:1|红葵:1|梅溪:1|桃花:1|早春:1|观:1|旅:1|酒楼:1,卷二/仕宦类/名利|?/旅|卷一/时令类/早春|卷一/天文类/旱|卷四/百花类/桃花|卷一/地舆类/梅溪|卷三/器用类下/残灯|卷四/百花类/红葵|卷二/宫室类/观|卷二/宫室类/酒楼,Negative,消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.55201095,0.4010627,0.029073581,0.010544807,0.007308048
1014,南圃杏花,王涯,唐,棣棠,二月,"胭脂万点怯春寒， 蓓蕾枝头绛雪干。
昨夜南风春雨过， 玉人晓起揭帘看。",胭脂万点怯春寒， 蓓蕾枝头绛雪干。 昨夜南风春雨过， 玉人晓起揭帘看。,雨、帘、脂、风、雪,雨 帘 脂 风 雪 寒 干 夜 看 起,"[[""雨"", 0.17319563031196594], [""帘"", 0.12423906475305557], [""脂"", 0.08263509720563889], [""风"", 0.07101082056760788], [""雪"", 0.05525630712509155], [""寒"", 0.03354038670659065], [""干"", 0.03102061338722706], [""夜"", 0.027974240481853485], [""看"", 0.02467283234000206], [""起"", 0.02312074601650238]]",25.40996,11,十六夜月|帘|春寒|春雨|梅溪|榴花|水帘|玉|珍珠花|画梅|风,万点|帘|春寒|春雨|昨夜|枝头|玉|绛雪|胭脂|蓓蕾|风,榴花:1|水帘:1|春寒:1|画梅:1|珍珠花:1|梅溪:1|十六夜月:1|春雨:1|风:1|玉:1|帘:1,卷一/天文类/十六夜月|卷三/器用类上/帘|卷一/时令类/春寒|卷一/天文类/春雨|卷一/地舆类/梅溪|卷四/百花类/榴花|卷一/地舆类/水帘|卷三/珍宝类/玉|卷四/百花类/珍珠花|卷三/书画类/画梅|卷一/天文类/风,Neutral,中性,,,,,0.00870944,0.20109944,0.3676607,0.3650684,0.057462066
1015,清平乐,王庭筠,金,杏花,二月,今年春早，到处花开了。只有此枝春恰好，月底轻浅笑。 风流全似梅花，承当疏影横斜。梦想溪南溪北，竹篱茅舍人家。,今年春早，到处花开了。只有此枝春恰好，月底轻浅笑。 风流全似梅花，承当疏影横斜。,月、梅、底、今、处,月 梅 底 今 处 年 竹 茅 北 梦,"[[""月"", 0.04701237753033638], [""梅"", 0.03358451649546623], [""底"", 0.03329557180404663], [""今"", 0.030489498749375343], [""处"", 0.030352210626006126], [""年"", 0.0289686918258667], [""竹"", 0.026690466329455376], [""茅"", 0.026194710284471512], [""北"", 0.024207239970564842], [""梦"", 0.02338256873190403]]",25.53117,13,溪|不出院僧|冬雨|山茶花|捣药|敬贤|春|村居|桃花|梅花|楼|残灯|酴醿花,溪|到处|春|春早|月底|梅花|梦想|横斜|疏影|竹篱|笑风|花开|茅舍,溪:2|山茶花:1|不出院僧:1|残灯:1|捣药:1|酴醿花:1|梅花:1|桃花:1|冬雨:1|敬贤:1|村居:1|楼:1|春:1,卷一/地舆类/溪|卷二/释老类/不出院僧|卷一/天文类/冬雨|卷四/百花类/山茶花|?/捣药|卷二/君道类/敬贤|卷一/时令类/春|卷二/宫室类/村居|卷四/百花类/桃花|卷四/百花类/梅花|卷二/宫室类/楼|卷三/器用类下/残灯|卷四/百花类/酴醿花,Positive,积极,positive,积极,joy,欢乐喜悦,0.011789198,0.014578995,0.034191225,0.20846255,0.730978
